912ba5da04c03e75f2137f85b1a76e24,2016-09-08 15:18:56,2016-09-08 17:07:00,26.6397642448,106.7964543196,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-08 18:01:03,2016-09-08 18:01:03,26.6392675641,106.7896365547,0
912ba5da04c03e75f2137f85b1a76e24,2016-09-08 18:39:24,2016-09-08 18:39:24,26.6397642448,106.7964543196,0
912ba5da04c03e75f2137f85b1a76e24,2016-09-08 18:40:59,2016-09-08 18:40:59,26.6397642448,106.7964543196,0
912ba5da04c03e75f2137f85b1a76e24,2016-09-08 19:27:01,2016-09-08 19:43:01,26.6392675641,106.7896365547,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-08 20:29:04,2016-09-09 07:05:40,26.6397642448,106.7964543196,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-09 08:47:50,2016-09-09 09:03:50,26.6425917391,106.7891117574,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-09 09:49:53,2016-09-10 00:27:48,26.6397642448,106.7964543196,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-10 01:21:50,2016-09-10 04:04:11,26.6425917391,106.7891117574,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-10 04:50:16,2016-09-10 05:06:16,26.6397642448,106.7964543196,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-10 05:52:19,2016-09-10 08:34:25,26.6414836808,106.7892866898,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-10 09:28:27,2016-09-10 15:34:36,26.6397642448,106.7964543196,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-10 16:28:38,2016-09-10 17:22:40,26.6392675641,106.7896365547,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-10 18:18:29,2016-09-11 00:07:44,26.6398142448,106.7964209862,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-11 00:53:46,2016-09-11 01:09:46,26.6428917391,106.7889117574,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-11 01:55:48,2016-09-11 08:14:08,26.6400642448,106.7962543196,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-11 09:00:10,2016-09-11 09:16:10,26.6428917391,106.7889117574,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-11 10:02:12,2016-09-11 15:29:24,26.6400642448,106.7962543196,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-11 16:23:26,2016-09-11 17:17:43,26.6412296516,106.789174156,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-11 18:11:45,2016-09-11 21:53:43,26.6400642448,106.7962543196,1
912ba5da04c03e75f2137f85b1a76e24,2016-09-11 22:47:48,2016-09-11 22:47:48,26.6428917391,106.7889117574,0
912ba5da04c03e75f2137f85b1a76e24,2016-09-11 23:41:50,2016-09-11 23:41:50,26.6400642448,106.7962543196,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 00:55:13,2016-09-05 05:55:29,26.6126462021,106.7301329862,1
6f8889517c1367f4ff169afb92b6790c,2016-09-05 06:37:33,2016-09-05 06:37:33,26.60244766,106.7255018,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 06:39:13,2016-09-05 06:39:13,26.6043314855,106.7230762518,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 06:41:06,2016-09-05 06:41:06,26.60244725,106.7149335,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 06:41:36,2016-09-05 06:41:36,26.5976570967,106.7174861786,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 07:21:19,2016-09-05 07:21:19,26.5426532574,106.7046583588,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 07:52:53,2016-09-05 07:52:53,26.5126611911,106.6834312306,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 07:58:45,2016-09-05 07:58:45,26.4966991938,106.6763448636,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 08:52:48,2016-09-05 14:43:56,26.4888546572,106.6466596993,1
6f8889517c1367f4ff169afb92b6790c,2016-09-05 15:29:58,2016-09-05 15:45:58,26.4787575473,106.6375336713,1
6f8889517c1367f4ff169afb92b6790c,2016-09-05 16:32:02,2016-09-05 18:23:31,26.4888546572,106.6466596993,1
6f8889517c1367f4ff169afb92b6790c,2016-09-05 19:17:34,2016-09-05 19:17:34,26.5008622223,106.6629426583,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 19:24:44,2016-09-05 19:24:44,26.5126611911,106.6834312306,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 19:26:39,2016-09-05 19:26:39,26.5098232395,106.6878000088,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 19:49:31,2016-09-05 19:49:31,26.5468877377,106.7051036239,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 20:02:19,2016-09-05 20:02:19,26.56624804,106.720179,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 20:03:19,2016-09-05 20:03:19,26.559176863,106.7130960639,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 20:44:21,2016-09-05 20:44:21,26.60244766,106.7255018,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 20:45:42,2016-09-05 20:45:42,26.6066196473,106.7245540245,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 20:59:37,2016-09-05 20:59:37,26.6126462021,106.7301329862,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 21:30:36,2016-09-05 21:30:36,26.6228756973,106.7461481602,0
6f8889517c1367f4ff169afb92b6790c,2016-09-05 21:35:01,2016-09-06 06:42:59,26.6247010221,106.7539119767,1
6f8889517c1367f4ff169afb92b6790c,2016-09-06 07:07:32,2016-09-06 07:07:32,26.6228756973,106.7461481602,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 08:07:36,2016-09-06 08:07:36,26.6066196473,106.7245540245,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 08:12:37,2016-09-06 08:12:37,26.60244766,106.7255018,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 08:14:39,2016-09-06 08:14:39,26.6060330197,106.7314010284,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 08:36:03,2016-09-06 08:36:03,26.60244725,106.7149335,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 08:42:16,2016-09-06 08:42:16,26.5976570967,106.7174861786,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 09:41:51,2016-09-06 09:41:51,26.5352580027,106.6925512105,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 09:55:13,2016-09-06 09:55:13,26.5263119515,106.6835951734,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 10:07:05,2016-09-06 10:07:05,26.4966991938,106.6763448636,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 11:08:09,2016-09-06 18:19:49,26.4888546572,106.6466596993,1
6f8889517c1367f4ff169afb92b6790c,2016-09-06 19:13:53,2016-09-06 19:13:53,26.5183970997,106.7033870185,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 19:36:10,2016-09-06 19:36:10,26.5508883492,106.7130849947,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 19:45:12,2016-09-06 19:45:12,26.554466088,106.7097645388,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 19:51:24,2016-09-06 19:51:24,26.56390871,106.7086969,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 19:55:59,2016-09-06 19:55:59,26.5665372364,106.712268457,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 20:08:41,2016-09-06 20:08:41,26.5810446419,106.7186090103,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 20:11:26,2016-09-06 20:11:26,26.5868316575,106.7194279737,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 20:22:34,2016-09-06 20:22:34,26.60244766,106.7255018,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 20:23:02,2016-09-06 20:23:02,26.6066196473,106.7245540245,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 20:41:58,2016-09-06 20:41:58,26.6120360475,106.726201966,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 20:42:29,2016-09-06 20:42:29,26.6126462021,106.7301329862,0
6f8889517c1367f4ff169afb92b6790c,2016-09-06 21:08:54,2016-09-07 07:09:01,26.6247010221,106.7539119767,1
6f8889517c1367f4ff169afb92b6790c,2016-09-07 07:21:29,2016-09-07 07:21:29,26.6217977517,106.7483800673,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 08:23:21,2016-09-07 08:23:21,26.6060330197,106.7314010284,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 09:23:24,2016-09-07 09:23:24,26.5784090752,106.7253112997,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 09:39:55,2016-09-07 09:39:55,26.57011733,106.7235174,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 09:41:40,2016-09-07 09:41:40,26.5707296701,106.7206292273,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 10:41:43,2016-09-07 10:41:43,26.5665372364,106.712268457,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 11:17:35,2016-09-07 11:17:35,26.5426532574,106.7046583588,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 11:40:48,2016-09-07 11:40:48,26.5110852947,106.6932101575,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 11:41:50,2016-09-07 11:41:50,26.5098232395,106.6878000088,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 11:44:16,2016-09-07 11:44:16,26.5060211152,106.6860927751,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 12:38:20,2016-09-07 18:56:45,26.4888546572,106.6466596993,1
6f8889517c1367f4ff169afb92b6790c,2016-09-07 19:18:53,2016-09-07 19:18:53,26.5126611911,106.6834312306,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 19:20:37,2016-09-07 19:20:37,26.4966991938,106.6763448636,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 19:38:33,2016-09-07 19:38:33,26.5292549634,106.7098780362,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 19:46:55,2016-09-07 19:46:55,26.5508883492,106.7130849947,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 19:55:36,2016-09-07 19:55:36,26.56390871,106.7086969,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 20:06:36,2016-09-07 20:06:36,26.5665372364,106.712268457,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 20:28:24,2016-09-07 20:28:24,26.60244766,106.7255018,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 20:28:49,2016-09-07 20:28:49,26.6043314855,106.7230762518,0
6f8889517c1367f4ff169afb92b6790c,2016-09-07 20:49:44,2016-09-08 06:44:21,26.6247010221,106.7539119767,1
6f8889517c1367f4ff169afb92b6790c,2016-09-08 06:54:22,2016-09-08 06:54:22,26.6228756973,106.7461481602,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 07:01:41,2016-09-08 07:01:41,26.6228756973,106.7461481602,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 08:01:44,2016-09-08 08:01:44,26.5685559357,106.7130021533,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 08:46:53,2016-09-08 08:46:53,26.5426532574,106.7046583588,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 09:14:32,2016-09-08 09:14:32,26.5098232395,106.6878000088,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 09:19:23,2016-09-08 09:19:23,26.4966991938,106.6763448636,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 10:13:26,2016-09-08 18:16:18,26.4888546572,106.6466596993,1
6f8889517c1367f4ff169afb92b6790c,2016-09-08 19:10:21,2016-09-08 19:10:21,26.4991361084,106.6603559009,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 19:16:26,2016-09-08 19:16:26,26.5069440133,106.6881190236,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 19:18:00,2016-09-08 19:18:00,26.5110852947,106.6932101575,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 19:41:41,2016-09-08 19:41:41,26.5468877377,106.7051036239,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 19:50:13,2016-09-08 19:50:13,26.56390871,106.7086969,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 19:57:43,2016-09-08 19:57:43,26.5665372364,106.712268457,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 20:00:15,2016-09-08 20:00:15,26.5685559357,106.7130021533,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 20:01:18,2016-09-08 20:01:18,26.5734614513,106.7151826249,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 20:01:32,2016-09-08 20:01:32,26.5734614513,106.7151826249,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 20:19:37,2016-09-08 20:19:37,26.60244766,106.7255018,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 20:20:49,2016-09-08 20:20:49,26.6043314855,106.7230762518,0
6f8889517c1367f4ff169afb92b6790c,2016-09-08 20:41:35,2016-09-09 05:44:28,26.6247010221,106.7539119767,1
6f8889517c1367f4ff169afb92b6790c,2016-09-09 06:34:29,2016-09-09 06:34:29,26.6228756973,106.7461481602,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 07:34:32,2016-09-09 07:34:32,26.559176863,106.7130960639,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 07:44:58,2016-09-09 07:44:58,26.5426532574,106.7046583588,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 08:23:54,2016-09-09 08:23:54,26.5098232395,106.6878000088,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 08:29:03,2016-09-09 08:29:03,26.4966991938,106.6763448636,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 09:23:07,2016-09-09 13:14:36,26.4888546572,106.6466596993,1
6f8889517c1367f4ff169afb92b6790c,2016-09-09 14:08:41,2016-09-09 14:08:41,26.4787575473,106.6375336713,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 15:02:44,2016-09-09 15:02:44,26.4888546572,106.6466596993,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 15:56:47,2016-09-09 16:50:50,26.4787575473,106.6375336713,1
6f8889517c1367f4ff169afb92b6790c,2016-09-09 17:44:54,2016-09-09 18:38:57,26.4888546572,106.6466596993,1
6f8889517c1367f4ff169afb92b6790c,2016-09-09 19:32:03,2016-09-09 19:32:03,26.5069440133,106.6881190236,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 19:43:40,2016-09-09 19:43:40,26.5169873459,106.6949624959,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 20:30:13,2016-09-09 20:30:13,26.5468877377,106.7051036239,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 20:39:54,2016-09-09 20:39:54,26.56390871,106.7086969,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 20:46:39,2016-09-09 20:46:39,26.5665372364,106.712268457,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 21:17:25,2016-09-09 21:17:25,26.60244766,106.7255018,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 21:18:56,2016-09-09 21:18:56,26.6043314855,106.7230762518,0
6f8889517c1367f4ff169afb92b6790c,2016-09-09 22:18:59,2016-09-10 00:19:05,26.6126462021,106.7301329862,1
6f8889517c1367f4ff169afb92b6790c,2016-09-10 01:19:08,2016-09-10 03:19:14,26.61109049,106.7237479843,1
6f8889517c1367f4ff169afb92b6790c,2016-09-10 04:19:17,2016-09-10 06:19:23,26.6126462021,106.7301329862,1
6f8889517c1367f4ff169afb92b6790c,2016-09-10 07:19:26,2016-09-10 07:19:26,26.6024476612,106.7255017844,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 07:23:51,2016-09-10 07:23:51,26.60244725,106.7149335,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 07:24:37,2016-09-10 07:24:37,26.5976570967,106.7174861786,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 07:55:36,2016-09-10 09:06:00,26.5705255567,106.7215919516,1
6f8889517c1367f4ff169afb92b6790c,2016-09-10 09:52:43,2016-09-10 09:52:43,26.5426532574,106.7046583588,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 10:18:23,2016-09-10 10:18:23,26.5126611911,106.6834312306,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 10:22:42,2016-09-10 10:22:42,26.4966991938,106.6763448636,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 11:16:45,2016-09-10 18:28:42,26.4888546572,106.6466596993,1
6f8889517c1367f4ff169afb92b6790c,2016-09-10 19:22:46,2016-09-10 19:22:46,26.4899626562,106.6518539274,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 19:43:16,2016-09-10 19:43:16,26.5098232395,106.6878000088,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 19:44:22,2016-09-10 19:44:22,26.5110852947,106.6932101575,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 20:20:01,2016-09-10 20:20:01,26.5468877377,106.7051036239,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 20:32:15,2016-09-10 20:32:15,26.56390871,106.7086969,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 20:40:38,2016-09-10 20:40:38,26.5665372364,106.712268457,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 21:09:56,2016-09-10 21:09:56,26.60244725,106.7149335,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 21:10:48,2016-09-10 21:10:48,26.600599178,106.7186110392,0
6f8889517c1367f4ff169afb92b6790c,2016-09-10 22:10:51,2016-09-11 06:25:36,26.6128562021,106.7299929862,1
6f8889517c1367f4ff169afb92b6790c,2016-09-11 07:01:59,2016-09-11 07:01:59,26.60274725,106.7147335,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 07:04:14,2016-09-11 07:04:14,26.5979570967,106.7172861786,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 07:40:16,2016-09-11 07:40:16,26.5429532574,106.7044583588,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 08:02:16,2016-09-11 08:02:16,26.5072440133,106.6879190236,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 08:04:30,2016-09-11 08:04:30,26.5001326766,106.6738743107,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 08:10:11,2016-09-11 08:10:11,26.4994361084,106.6601559009,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 09:04:14,2016-09-11 14:14:28,26.4891546572,106.6464596993,1
6f8889517c1367f4ff169afb92b6790c,2016-09-11 14:43:07,2016-09-11 14:43:07,26.4943577792,106.6542158205,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 14:43:44,2016-09-11 14:43:44,26.4943577792,106.6542158205,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 14:51:50,2016-09-11 14:51:50,26.5129611911,106.6832312306,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 15:16:47,2016-09-11 15:16:47,26.5511883492,106.7128849947,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 15:20:42,2016-09-11 15:20:42,26.5542643579,106.7096952055,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 15:23:04,2016-09-11 15:23:04,26.554766088,106.7095645388,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 15:23:13,2016-09-11 15:23:13,26.554766088,106.7095645388,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 15:26:03,2016-09-11 15:26:03,26.56654804,106.719979,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 15:27:45,2016-09-11 15:27:45,26.5628242692,106.7183199135,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 15:30:30,2016-09-11 15:30:30,26.5642087108,106.708496907,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 15:30:37,2016-09-11 15:30:37,26.5642087108,106.708496907,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 15:35:41,2016-09-11 15:35:41,26.5603833846,106.7110740361,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 16:00:10,2016-09-11 16:00:10,26.5688559357,106.7128021533,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 16:09:39,2016-09-11 16:09:39,26.57041733,106.7233174,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 16:15:59,2016-09-11 16:15:59,26.5658859256,106.7400068416,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 16:29:35,2016-09-11 16:29:35,26.571498235,106.7589732617,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 16:57:04,2016-09-11 16:57:04,26.5762300023,106.8108473277,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 17:31:37,2016-09-11 17:31:37,26.5682747576,106.7852119116,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 18:48:04,2016-09-11 18:48:04,26.5626451766,106.7880928809,0
6f8889517c1367f4ff169afb92b6790c,2016-09-11 19:37:22,2016-09-11 19:37:22,26.5679963732,106.7762895076,0
733e2185e12100b590cf718d7464cea1,2016-09-05 08:30:09,2016-09-07 08:37:19,26.5439293285,106.7991570921,1
733e2185e12100b590cf718d7464cea1,2016-09-08 08:27:52,2016-09-08 08:43:52,26.5277984617,106.7992691227,1
733e2185e12100b590cf718d7464cea1,2016-09-08 08:37:09,2016-09-11 08:36:28,26.5440150428,106.7990999492,1
8ec74e87a094d42e4f4a6d180bc1195b,2016-09-11 00:03:19,2016-09-11 00:03:19,26.5663514352,106.3346111962,0
8ec74e87a094d42e4f4a6d180bc1195b,2016-09-11 00:09:46,2016-09-11 00:09:46,26.51651854,106.4109205,0
8ec74e87a094d42e4f4a6d180bc1195b,2016-09-11 10:12:42,2016-09-11 11:09:35,26.5728558138,106.4725368707,1
